text,pos,neg
you hung up on me again,0.0,1.0
your customer service team in manilla is absolute shit i cant even get a supervisor without being out back on hold,0.0,1.0
its disgusting and unconscionable the treatment ive received tonight,0.0,1.0
of course i would like hepl are you kidding me thats the only reason ive been on hold for the past 5 hours,0.0,1.0
every time my united flight got delayed this is a big frustration,0.0,1.0
youve got to be kidding me i still havent talked to a human and your robotweeting me and asking for a follow,0.0,1.0
i wouldnt describe feces sprinkled in your bathroom as an inconvenience to help,0.0,1.0
and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,0.0,1.0
is that all that matters,0.0,1.0
1k member broken seat back broken tv broken light lost bag  gee thnx ua922 awesome job,0.0,1.0
absolutely disgusting the way you treat your customers isnt there anyone actively monitoring your cust serve this is  unreal,0.0,1.0
nice i wonder how you pick who to respond to maybe only happy customers are easier i wonder how many of those you have left,0.0,1.0
averaging 200 minute wait times tonight or what ive gotten no help from you tonight,0.0,1.0
thanks for nothing really 60 minute wait times when ive had to call back 4x thats 240minute wait times,0.0,1.0
youre customer service is unbelievably bad abysmal ive been on the phone for well over 2hrs tonight hung up on by yr ppl 3x,0.0,1.0
you can read the full story when i submit a case to your team about the pilot of flight 6232 and why we are sleeping in dia,0.0,1.0
whats with the layover in canada from the ua125 is that scheduled,0.0,0.0
an inconvenience is a weather delay your pilot deciding to waste enough time so the faa wouldnt let him fly is negligence,0.0,1.0
i bought a ticket with a price that was published by mistake and now i got an email that indicates united cancelled flightled my ticket why,0.0,1.0
new 737 plane wifi not working entertainment non existent new seats seriously uncomfortable really unitedfail ua1550,0.0,1.0
you sure missed the mark on tonights redeye from lax to chicago what a mess you can do better,0.0,1.0
after 443min of avoidable nonweather delays that appreciation link better be giving out goldentickets,0.0,1.0
where is our luggage,0.0,1.0
we just left  delayed httptcoxzbajmiekx,0.0,1.0
all set figured it out at the baggage office,0.0,0.0
screws up againto be expected never again,0.0,1.0
why dont you allow families with small children to board first anymore our next flight will be on another airline,0.0,1.0
life goal complete,1.0,0.0
i have 20 and ill draw you a super sweet picture of your choosing will that get me roundtrip to san diego  its so cold here,0.0,0.0
flight cancelled flightled to denver service agent offered me a non jet salt lake to denver or red eye out of atlanta then hung up on me,0.0,1.0
thats called throwing loyalty out the window and trying to give less awards,0.0,1.0
your unhelpful team sure i did im in bangkok,0.0,1.0
id hardly call going from 10,0.0,1.0
thats not an apology say it,0.0,1.0
just sent a dm thank you for the acknowledgment,1.0,0.0
download jeokoo the american app for air travelers,0.0,0.0
been on hold for almost two hours trying to talk to someone about a cancelled flighted flight tomorrow morning what do you suggest,0.0,1.0
no apology cool,0.0,1.0
you ask a lot of customers who  you routinely screw over you know that,0.0,1.0
im a first time solo female traveller and its pretty scary being in a foreign place not knowing where your belongings are,0.0,1.0
i am who knows where my bags are do i just wait around and hope they arrive no one has answers,0.0,1.0
somehow i knew that youd wait until i was airborne to respond hacks jokers neveragain,0.0,1.0
missing flight attendant  delayed flight prime example how 1 person impacts 100s of people hnl gt iah ua252 wastedtime,0.0,1.0
has me stranded in texas and then hangs up on me when im trying to figure out how to get home cool,0.0,1.0
we have tried to change our flight three times on the phone and got disconnected each time,0.0,1.0
poor showing today,0.0,1.0
has been showing the same tone deaf video for all these years about how wifi is coming hahnot before i leave  ftw,0.0,1.0
can i get a follow i fly with you for christmas,0.0,0.0
more people stranded cause you suck better yet,0.0,1.0
look at all the delta flights that landed while your pilots claimed they couldnt fly 6232 to jac httptco6kp4m0r1f7,0.0,1.0
thank you much appreciation for your help,1.0,0.0
been sitting on flight 435 for an hour after landing in newark first no gate,0.0,1.0
worst customer service experience ever 40 minutes to get the jetway to the plane at ewr tonight flight 354   disappointed,0.0,1.0
not only 2 hour delay  double booked seat nit parked at wrong gate  incompetence at its finest  been waiting  for over 1 hr,0.0,1.0
look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight httptcoo1u96xc3bo,0.0,1.0
routing a person from houston to newark,0.0,1.0
phone,0.0,0.0
freakin,0.0,1.0
pick,0.0,0.0
suck,0.0,1.0
25 minute hold is 1 hr 25 min,0.0,1.0
20 yrs of flying continentalunited exclusively i get why everyone hates you  fl1289sfoewr getmeoffrhisfuckinplane,0.0,1.0
24 seats available on the 215 pm from ord to rdui need 2 seats please,0.0,0.0
im still trying to get things worked out and you have yet to respond back,0.0,1.0
screwed up our reservation they assigned a new  to just one of us amp when they changed our flight,0.0,1.0
25 min hold has now progressed to over an hour9196750985,0.0,1.0
yo,0.0,1.0
if i was rebooked do i have to pick up my luggage,0.0,0.0
how can u not have gate ready or gate agent for going on hour two,0.0,1.0
just dmd,0.0,1.0
had a different fiasco on my outward trip and was rebooked on to qantas laxsyd no ff miles show up in my account for that,0.0,1.0
i am following  you need to follow me for dm,0.0,0.0
it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60min,0.0,1.0
not a good day to fly u,0.0,1.0
just called and did it should have earlier because im being sent to dca first and then to pvd we may rent a car instead,0.0,0.0
my luggage is set to go to dca however,0.0,1.0
i went from sacramento to minneapolis at the end of october 2014 in business class,0.0,0.0
im extremely disappointed w my service for this trip as a united mileageplus explorer card holder,0.0,1.0
i hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots unitedairlinessucks,0.0,1.0
such a relaxing space for a drink before my flight at  global first lounge httpstcoj4cj0lrf2d httptcodtlguq1kak,1.0,0.0
i will never fly with you again i went on vacation this week and you lost my bags both ways now i have no clothes thankyou,0.0,1.0
sadly this wasnt just due to mother nature investigate this incident and your employees at sfo terrible customer experience,0.0,1.0
flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv,0.0,1.0
30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel next flight is 350pm,0.0,1.0
considering im now stuck in newark with virtually sleep in 30 hours,0.0,1.0
i see several economy plus can you put us in those we dont have to be seated together,0.0,0.0
what a really great amp flattering story about you you should be very proud  httptco7br5t5qcxk via,1.0,0.0
i see you coming to get me and  in hawaii 12thman httptcog8dka3edhf,0.0,0.0
airline sucks customer service sucks no courtesy incompetent  passengers do not matter bet the ceo is just doing fine though,0.0,1.0
do you expect to cancelled flight flights out of  tomorrow morning given the storm,0.0,1.0
also ran out of water and refused service costumerservice legit jk,0.0,1.0
i have a question,0.0,0.0
can you increase the legroom  how airlines compare httptcodiufep8n2q via,0.0,1.0
on a 4 seg flt yvr to zurich,0.0,1.0
i see two flights with two seats in the morning can we get on those,0.0,0.0
6377 and now they sent our green tagged bags to the luggage carousel its been one mess up after another bad day,0.0,1.0
the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and i see 2 right there unitedlies,0.0,1.0
the drunk guy you threw out of flight ua936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food,0.0,1.0
sitting in denver airport waiting for a plane to be refueled for an hour and a half hurry the fuck up united,0.0,1.0
we will be at the airport first thing in the morning,0.0,0.0
im rebooked on a flight tomorrow even though i had 1st class seat orig i have a lousy coach seat,0.0,1.0
well this one missed the mark  she was in a snit from the minute i stepped up to the counter,0.0,1.0
doesnt have to be same flight 2 and 2 will work also,0.0,0.0
who compensates is for the delays caused by the fact that you dont have enough flight attendants httptco96apr35qan,0.0,1.0
weve been seating for 5hrs inside flight ua936 at iad delayed weve only been offered water amp cookies in business class failed,0.0,1.0
please get me off this plane ua57,0.0,1.0
yes on a nonstop to memphis tomorrow morning with the snow coming in i got my fingers crossed it will go,0.0,0.0
traveling with 3 young kids chose our original flights for a reason,0.0,0.0
have since dropped to 2 layovers but still not acceptable,0.0,1.0
our 1 layover itinerary was swapped for a 3 layover itinerary  really,0.0,1.0
your app says flight ua936 to zrh departed 245hrs late flight,0.0,1.0
not completely  our flight was changed in july but we never received notification,0.0,1.0
are there any upgrades avail to get us all on the same flight,0.0,0.0
wife and i have two new destinations and im stuck in dc until monday with no bags,0.0,1.0
no i dont spoke with baggage contact at 1800 number said they will try to get bags to stay at iad for pick up tmrw,0.0,1.0
can you make sure im on the upgrade list for 223 ewrpdx using my gpu priority got a weird email about it,0.0,1.0
so is that two seats avail so far for us,1.0,0.0
has once again earned a place as the worst airline in the business,0.0,1.0
is flight number 1142 denver to las vegas 1125 on sunday feb 22 cancelled flighted,0.0,0.0
when i read it say  in some cases can you please define this for me,0.0,1.0
im trying your wifi on ua1616 but sorry it really slow even spotify lagging and that isnt a hard stream,0.0,1.0
not until tomorrow night and the hotel voucher had higher rate than travelocity not loving cost,0.0,1.0
flight ua1459 sitting at newark waiting for a gate,0.0,1.0
why dont you ever print my known traveler number on my ticket because of this i never get to use the tsa prescreen i paid for,0.0,1.0
boarding was decent,0.0,1.0
after all i have been through on this trip,0.0,0.0
flight was cancelled flighted after the last opportunity to rebook us on other flights this evening passed,0.0,1.0
boarding a plane would be much faster if you boarded back to front instead of front to back makessense efficiency travel flying,0.0,1.0
its 956,0.0,1.0
had been suffering immensely ever since this merge  hopefully ill never have to fly  ever again,0.0,1.0
id really like to get off of this plane now,0.0,1.0
possibly the worst airlinegave them three chances second time in 2 weeks a flight has been delayed and or cancelled flightled due to mechanics,0.0,1.0
cabin pressurization issues are pretty serious flight 1109 landed in washington because of it my head is pounding,0.0,1.0
sandra at ur international checkin counter was rude and offensive  she commented she didnt care if i complained cuz she had 25yrs,0.0,1.0
my contact stuff is in the bag and im legally blind this is so messed up,0.0,1.0
did i mention that i was on the plane so is my luggage my luggage that im not going to have for how many days,0.0,1.0
3 times ive called customer services each at least 40 mins each time cut off by your operators why cant you call me back,0.0,1.0
tell me that youre at least going to cover a room and get me out of here,0.0,1.0
omg you just bumped me off the last flight can this get any worse,0.0,1.0
which just speaks to basically the worst designed web system ever,0.0,1.0
yeah,0.0,1.0
please fire the captain of flight 6232 today he single handedly ruined every passengers day by being a piece of shit unitedsucks,0.0,1.0
u blow,0.0,0.0
what exactly do you hang on this hook httptcozhxok07aqa,0.0,1.0
flight cancelled flightled 4 hrs at airport to book a new one for 95 just got two invoices for the flight,0.0,1.0
why do you hire pos pilots thanks for ruining my trip and not allowing me to see my buddy as he turns 30 unitedsucksdick,0.0,1.0
your airline is again rated the worst in america so youve got your work cut out for you its bc you treat customers like garbage,0.0,1.0
whats the best way to get your tickets print off at home or go to check in desk,0.0,0.0
pay for my hotel im a broke student help,0.0,1.0
all 4 of us are on standby in houston tomorrow for flights to calgary if you could get us on one or two of those that would help,0.0,1.0
what a nightmare  both sides of my flights are a disaster  at houston getting attitude cuz i was sent to ticket counter,0.0,1.0
youre terrible,0.0,1.0
it was eventually explained that weather conditions too extreme to get luggage off planes will be sent on but i wont be for days,0.0,1.0
anyone there did you read my dm,0.0,1.0
732 from denver we just boarded fingers crossed we get into the air,1.0,0.0
ewr to mco made unplanned landing because of pressurization failure worst pain ive ever felt,0.0,1.0
how does that make a flight takeoff on time and regardless it makes me late flight because now i have to wait for my bag at baggage claim,0.0,1.0
its been over 3 hoursat what point do you let people off of the plane,0.0,1.0
trying to get a customer service agent  just landed in sfo  cant fly with 3 layovers with 3 kids,0.0,1.0
why are there no early morning flights from hnl to anywhere in the continental us example monday 420 need flight to phl,0.0,0.0
nope i gave up  maybe theyll deliver it,0.0,1.0
thanks for the upgrade please try to get my company to approve more business class travel,1.0,0.0
more and more delays no cs help at all no notifications,0.0,1.0
and waiting,0.0,1.0
hoping there is a spare ac for 1171 tomorrow  have a ship to board  the sched aircraft is delayed from previous flts,0.0,1.0
hubby made it by the skin of his teeth,1.0,0.0
the incompetence is truly stunning at this point 4 hours on a plane for a 175 hour nonstop flight,0.0,1.0
1st u delay my flight for mechanical failure,0.0,1.0
is the worst,0.0,1.0
still waiting,0.0,1.0
thanks for the reply to clarify,0.0,1.0
lies liesstill sitting at the gate,0.0,1.0
i have requested upgrade for ewr bom flight,0.0,0.0
amp finally he was told he couldnt use the front of plane restrm he was row7 though myselfothers in rows behind him used wno issue,0.0,1.0
customerservice at  could not be worse i get the bad weather,0.0,1.0
any plans of restating nonstop service between iad and south florida  we miss our flights to fll,0.0,0.0
instead of be told when we board,0.0,1.0
additionally,0.0,1.0
following,0.0,0.0
unfortunately,0.0,1.0
please update what is going to happen to passengers now that flt ua14 has been cancelled flightled,0.0,0.0
your baggage person told me to go through   theyre handling my connecting flight,0.0,1.0
i sent a pm over two weeks ago and have heard nothing  horribleservice unitedsucks,0.0,1.0
thank you excited to be working with you guys,1.0,0.0
could really use your help getting our bags at iad were headed to yow but now going to yxu,0.0,0.0
it appears there are six flights to calgary tomorrow is this correct,0.0,0.0
and yet we still havent left yet and i cant watch my prepaid directtv firstworldproblems,0.0,1.0
yr team have me on hold for over an hour unhelpful pls can you answer my question,0.0,1.0
let us know when you find everyones luggage thanks unitedairlines,0.0,1.0
do u serve peanutsnuts on yr flights yr policies r confusing contradictory advice pls help anaphylaxis,0.0,0.0
is there another airport closer to calgary we can fly out of tomorrow,0.0,0.0
nope im on ua 174 that was supposed to leave at 647 but are still at the gate apparently we are about to pull back and deice,0.0,1.0
still do not have my bag,0.0,1.0
yes about an hour after landing,0.0,0.0
just texted me to say flight is delayed due to air traffic control bs they pulled the plane in late flight lies,0.0,1.0
6 minutes to boarding at b12 in ord no sign of gate agent a little help,0.0,1.0
on flight 1220 right now,0.0,0.0
can you help me get a flight out tonight to houstonjust dont want to be stuck here till monday with all this bad weather moving in,0.0,0.0
website says my flight is on time it leaves in 15 min and nobody has boarded yet pathetic needtobehonest,0.0,1.0
from the air another missed cnxn 2day atc went on strike in belize this am now family amp i miss cnxn in ewr please see my dms,0.0,1.0
we are the airline that has cancelled flightled flights tomorrow to the nyc area,0.0,1.0
hoping to get out earlier than 223 only phone option or assistance with hotel,0.0,0.0
having to pay for a hotel room in cleveland because of last minute cancelled flightled connecting flight booked through unitedunimpressed,0.0,1.0
i was on ua3782 and it was cancelled flightled im waiting at customer service,0.0,1.0
i was on ua1069 today and left my sunglasses in seat 26f please help me get them back unitedairlines,0.0,0.0
flight has been delayed for another hour so only have 24 mins to transit at lax extremely unlikely i will make it,0.0,1.0
4595 we are now going back to the gate bc of something overheating after sitting out here for 3 hourslove united but this stinks,0.0,1.0
congratulations united fail again sky at a gate with a plane full of people waiting on 2 weather gets worse now we cant leave,0.0,1.0
thank you for leaving my bag in houston despite what your system says,0.0,1.0
how come a 27 shuttle bus from lga to ewr has electrical power outlets but our new airbus interiors do not whyjeff,0.0,1.0
reply to   doesnt do any good to check outlets preflight when moved to different equipment after boarding due to malfunction,0.0,1.0
15hr flight wbroken dreamliner media system witness mental breakdown as we bounce off walls remind me why im 1k,0.0,1.0
i was rebooked thru sfo but arrive 9 hours late flight and miss activities i asked to fly today with stop over was told id have to pay,0.0,1.0
never again,0.0,1.0
tonight you made this fred flintstone happy with an upgrade to 1st class httptcogkgkzlawpr,1.0,0.0
who do i need to contact regrading a complaint and to get a voucher funds for future travel on united,0.0,0.0
is trying to strand us in houston until tomorrow morning pretty sure overflight booking problems and maintenance arent our fault,0.0,1.0
your costumer service today in the providence airport was sucked recommend your airline learn to check the weather and be honest,0.0,1.0
fire yr rep who refused to put me on a flight that i had a boarding pass and seat on full explanation and her name in complaint,0.0,1.0
thats great pls let me know when u start,1.0,0.0
lmfao,0.0,0.0
god damn fucking crew wont be here till 640,0.0,1.0
you really do have a culture problem everyone i tried to work with blamed someone else or told me how theyre short staffed,0.0,1.0
sucks,0.0,1.0
i can understand that but to not have another plane available when there is a full day till departure is unacceptable phoenix,0.0,1.0
is honestly ruining my fucking life right now never again,0.0,1.0
flight cancelled flightled to bdl and stranded  waiting almost 2hrs at customer service shout out to diligent agents,0.0,1.0
wheres the crew for ua748,0.0,0.0
thanks  not sure arranged move to the earlier flight but im at the gate with a seat assignment  super nice agent at gate c4 ord,1.0,0.0
quality work going on here httptco9xbo5dakak,0.0,1.0
no customer service rep could confirm where my bag was amp each gave me different info ruined 2 events i had today disappointed,0.0,1.0
weve let you know how to help the millions of customers youve treated like garbage its no coincidence ur ranked worst airline,0.0,1.0
charging 6500 for biz flight to uk  somewhat egregious charging 3 on top for a sam adams draft at the united club is usurious,0.0,1.0
i see thanks for explaining,1.0,0.0
your social listening capabilities are awful if this is the reply for the context in which you were mentioned,0.0,1.0
if you follow me i will dm you my phone  which you can call,0.0,1.0
after an hour wait,1.0,0.0
flightua1750 is basically a prison on the runway  sfo 6delays 4hrs of sitting no water no answers reminded y i hate this airline,0.0,1.0
hey,0.0,0.0
says   is the final carrier  us air doesnt have it i want my bag not a claim not an im  sorry i want my clothes,0.0,1.0
seriously 24 hrs to get bags from iad intl arvls to carousel 2 for custs wcancelled flightled connects i understand irrops but ridiculous,0.0,1.0
most terrible flight experience happening to everyone right now on flightua1750 6 delays 4 hrs total missed all my flights now thnx,0.0,1.0
one of you has my bag claim 4016688561 and i want it in mga now,0.0,1.0
you have failed so uncontrollably today that its beyond repair im beyond livid with your absolute disregard to operations,0.0,1.0
the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia httptcon2fvelcygz,0.0,0.0
a friend traveled via ua1470 today and never got their luggage what recourse does the person have buy clothes and get reimbursed,0.0,1.0
i keep getting kicked to an error message when trying to purchase a flight on httptcop3n2w8jfps have tried at least 4x,0.0,1.0
any way to get a message to an international flight gate at ewr      road conditions are horrible trying to get to flight,0.0,0.0
hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen,0.0,0.0
you have a culture issue,0.0,1.0
rep wouldnt rebook this is such a waste of time and poor communication,0.0,1.0
my flight is late flight due to mechanical issues 3 of 4 flights in past 10 days,0.0,1.0
employees almost seem happy when delivery terrible customer service,0.0,1.0
can i get your service desk  at iad,0.0,0.0
its 2015 how can my flight from a major city already be cancelled flightled 24 hours before departure due to weather  backup planes,0.0,1.0
kurt and the crew on ua1745 were amazing today they made my sons birthday with their kindness hope to fly with them again soon,1.0,0.0
been on hold on the phone for well over half an hour,0.0,1.0
22 instead,0.0,1.0
im glad u can solve the prob but my experience remains  will not fly again on united,0.0,1.0
u cancelled flighted my flight from iad to jax was supposed to use plane from bna but u used that plane for another destination instead 12,0.0,1.0
appreciate the early arrival of ua1002,0.0,1.0
it is possible to make a ticket change via twitter traveling internationally and cant make calls thanks in advance,0.0,0.0
a broken luggage and a mild case of food poisoning from ua5 lhriah who can i email about this,0.0,1.0
just filled it out hope someone responds before we book our next trip,0.0,1.0
friends been sitting in houston since 7am flight cancelled flightedstill dont have any answers badcustomerservice  10voucherwhatajoke,0.0,1.0
meant changed planes  i hate seating over wing if u wanted i would have booked it  u will get formal complaint,0.0,1.0
give me an email address and ill send the actually screen shot to you,0.0,0.0
u guys did it again changed ages and double booked seats so i had to ive even though i have platinum and the other person none,0.0,1.0
also checked email you have on file for me and it is correct,0.0,0.0
havent before and havent this time amp have checked spamjunk mail just in casenothing,0.0,1.0
sloppy stuff you dont see anymore  united has raised my expectations  this team was poor,0.0,1.0
how long does it take to get a response from your customer service about a complaint done through email,0.0,1.0
no bag tagging,0.0,1.0
cabin crew were huge offenders,0.0,1.0
allowing passengers on my flight to block exit of plane,0.0,1.0
no wheelchairs,0.0,1.0
no commitment to a good turnaround,0.0,1.0
the nightmare continues httptcotsvgbrl15f,0.0,1.0
this team added 30 mins on turnaround,0.0,1.0
as a million miler with ua,1.0,0.0
call wait times are over 20 minutes and airport wait times are longer,0.0,1.0
thank you for compensating us for our 4 lost bags we will fly with you again unitedairlines,1.0,0.0
we are sitting on the runway for 2 hours it is ridiculous,0.0,1.0
what,0.0,1.0
such as deodorant,0.0,1.0
why was i forced to check my rollaboard on ua 715 plenty of room in the overhead next to my seat httptco5xvnnmltiw,0.0,1.0
please dont take my membership away,0.0,1.0
please get me an economy plus seat awful day of 2 cancelled flighted flights,0.0,1.0
has me stranded weather not to blame 1hr hold to speak to an agent that doesnt understand the concept of time zones,0.0,1.0
yaayy yay prom httptcodxicoyioxf,0.0,0.0
but your system gave my seat awaynow im 27l economy not econ  seat how did you give my plus seat away,0.0,1.0
i just asked my boyfriend to prom over the loudspeaker on flight 494 he said yes best day ever thank u so much,1.0,0.0
yepused that twice no case id numbers assigned just tried it againget screen that says,0.0,1.0
please you moved my seats and lost my upgrade i had seat 20l i have a ticket in my hand for 20l,0.0,1.0
so appreciated,1.0,0.0
hmmmseems like this could be something to be changed to be more flyerfriendly,1.0,0.0
no problem just follow me back so i can thank you,1.0,0.0
any help is appreciated thats a looong wait for help on something thats not his fault,0.0,1.0
my husband is supposed to fly rdu to iad then iad to fra leaving in 2 hours you cancelled flighted his flight and theres a 1hr wait on phone,0.0,1.0
is probably the least satisfactory airline ive ever been on never fails to disappoint,0.0,1.0
this flight has been amazing this is the best flight i have ever been on i am not kidding service is incredible,1.0,0.0
not sure why u call it customer care  should be customer we dont care,0.0,1.0
who is in charge of making decisions over there cancelled flightling flight ua1150 was unacceptable i should be in belize right now,0.0,1.0
i fly  normally  this doesnt happen to me with them  ill let your flyers provide their own feedback thank you,0.0,1.0
the upgrade to first class was a nice way to fix your earlier mistake thank you,1.0,0.0
how about plowing the snow at a gate before the plane arrives so we dont sit for 45 minutes after an 8 hr flight fail,0.0,1.0
saturday this morning man dies from ebola httptcohxvvis0vww,0.0,0.0
rhonda c at atlanta airport redeemed you guys she got us straightened out,1.0,0.0
ok so what is being done about my experience my family had a terrible experience for 1,0.0,1.0
great job losing one of my six bags on a direct flight  dont know how you manage to do it,0.0,1.0
the worst customer service in denver,0.0,1.0
ruined my day amp start trip sfo to gig both legs changed,0.0,1.0
so whats allowed or whats not allowed to be carried in my checked baggage,0.0,0.0
now been on board with no movement for 25 minwow this experience just keeps getting worse and worse,0.0,1.0
have an employee at the gate 15min before boarding like u expect ur customers to be a competent company like ur rivals,0.0,1.0
no wonder the cabin is filthy badservice,0.0,1.0
and then when we asked the stewardess to take the disinfectant wipe as trash she said,0.0,1.0
i need united to be a better airline,0.0,1.0
flight was cancelled flightled due to mechanical issues but when i ask for cab fare they say it was weather and cant help me,0.0,1.0
i havent booked yet,0.0,0.0
hi there,1.0,0.0
luckily,0.0,1.0
you really should clean the food and coffee stains off of the area around the seats when new passengers come aboard gross,0.0,1.0
cldnt be happier w the many plastic wing pins given to me on flight 494 i love them amazing staff so nice httptcocbv7f3kbkx,1.0,0.0
since ua 1226 ordewr is delayed pushing it into meal time does that mean it will be catered with meals in first,0.0,0.0
help invest more in your planes and your people and less in stock buybacks and executive pay maybe then you would not disappoint,0.0,1.0
roc flight cancelled flightled love my snowy drive home with no useful substitutes,0.0,1.0
correct  whats correct  sorry im lost,0.0,0.0
thats a crazy long form you need something other than a video,0.0,1.0
i hope not to see the same issue on my return flight tomorrow,0.0,1.0
flight just cancelled flightled this is ridiculous,0.0,1.0
im flying ua but g with a3,0.0,0.0
you shouldnt page ohead that its best to call 1800  on hold 26 mins,0.0,1.0
we have developers flying down tmrw morn w45 min layover,0.0,0.0
thanks for the reply  if you can get me a better seat on my next leg to munich that would be nice,1.0,0.0
appreciate getting put on hold for 20min and then getting hung up on because i was requesting help for big group ill try delta,0.0,1.0
home is calgary can you get us there without the added expense of accommodations and meals,0.0,0.0
thank you for your reply  my frustration is that spending a upgrade just puts you on a wait  list,0.0,1.0
or your staff could try not throwing the luggage around,0.0,1.0
4 of us are stranded   and flying from new orleans to huston tonight and we will be stuck there for two days rather fly than wait,0.0,1.0
hello i am flying first class and am behind 20 people on zone 1  pls pass on to app dept  you should board 1st class first,0.0,1.0
thank you for taking care of my mom and reflight booking problems her flight in phl,1.0,0.0
cant get anyone to deal with me in person cowardly customer service,0.0,1.0
nope called,0.0,1.0
stuck in dc trying to get to denver the engine shut down twice on us at the terminal got any available flights for me,0.0,1.0
ill check it out,1.0,0.0
nope  no case id either time,0.0,0.0
yes 1427 cancelled flightled moved to 333 ill figure out car rental changes and such,0.0,1.0
troubling news,0.0,1.0
1632 was phenomenal frm gate sea to gate iad,1.0,0.0
thanks hopefully this is easily resolved,1.0,0.0
a3 gold so the international baggage limit apply when booked on 1 ticket,0.0,0.0
terrible travel experience traveled 8000 miles roundtrip but two cancelled flightlations of short hops cost me two days,0.0,1.0
why are you charging people to see the freaking flight map httpstcoagpb45v8wt,0.0,1.0
my flight from mco has been delayed amp scheduled to arrive after my connection departs what options do i have,0.0,1.0
is not a company that values its customer amp after reading tweets to them im not the only one who feels that way lostmybusiness,0.0,1.0
i was insulted,0.0,1.0
day to iad and cvg to iad both cancelled flightled by united but all other airlines operating friend stuck and now miss intl flight help,0.0,1.0
already dm you my concern pls check,0.0,0.0
well if you dont want your customers to be frustrated compensate them appropriately when you screw up royally fakesincerity,0.0,1.0
im aware,0.0,0.0
i will thanks,1.0,0.0
employees are the angriest,0.0,1.0
but its doubtful hell fly united again and he will be traveling a lot as a sales manager covering all of north america,0.0,1.0
they finally gave in a let him on after they threatened to send him back to vegas on coach thnx,1.0,0.0
worst customer nonservice for sure,0.0,1.0
worst airline ever,0.0,1.0
same flight number different flight im heading to mpls,0.0,0.0
flights taking off from iad this afternoon,0.0,0.0
i will i have to get to bangkok i have just 17 days to spend with my husband in his mid deployment leave like to get there asap,0.0,0.0
just let the employees know that good service and a kind attitude towards customers is vital in this kind of business thanks,0.0,1.0
and a husband,0.0,0.0
need assistance line is out the door and travelling with 3 kids,0.0,1.0
friend at ohare and cant get on flight bc they say no proof he bought 1st class tkt he has boarding pass,0.0,1.0
gave me a smile today,1.0,0.0
right now at tropic air in san pedro,0.0,1.0
i take it as a compliment that i was mistaken several times as a member of your staff on my flight time to remove my scarf,0.0,0.0
your new mileage policy is awful before,0.0,1.0
can anyone assure me that the aircraft coming to denver had left its previous destination flight 3618,0.0,1.0
yes refund my ticket and give me email address to let u know what happened,0.0,1.0
i would like 2 speak  vp of custexp jimmy samartzis i sent a surveyemail about my awful flight exp httptcootfz7cyguq,0.0,1.0
we are delayed in san pedro,0.0,1.0
hello united you should take care of your call center in mexico city office terrible attitude from the lady who was helping me,0.0,1.0
great  im guessing you were late flight to open,0.0,1.0
im glad 1k means something,0.0,0.0
unbelievably disappointed delay after delay stop messing with my life,0.0,1.0
what a really great amp flattering story about you you should be very proud  httptcooktukjy92o via,0.0,1.0
i was able to get a seat on earlier flight sfo to ind  can you add me to 6pm ord to ind,0.0,0.0
im on snowy roads to bwi i just called mileageplus amp told flight was cancelled flighted 1 12 hours ago i rcvd no notification pls help,0.0,1.0
i interviewed yesterday as a flight attendant i was the last person the recruiter said they lost my file n came back to interview me,0.0,1.0
remember in business,0.0,1.0
let me assure you my travel time is 4h2m not 5h2m timezones accuratetraveltimes 3rdtimethishashappened httptcoe0c9bi09cf,0.0,1.0
u bums how do u lose the biggest bag on the flight,0.0,1.0
is to airlines as   is to cableinternet,0.0,1.0
customers  customer service  httptcoqp6aw3nlip,0.0,1.0
great decision making skills flight ops iah bag makes a 10 minute connection and i dont,0.0,1.0
meanwhile,0.0,1.0
in the process of purchasing ticket,0.0,1.0
although,0.0,1.0
all flights cancelled flighted  trip refunded without difficulty,1.0,0.0
14 hours after landing in atl amp i still do not have my bagswhich means no clothes or makeup unitedairlines nothappy,0.0,1.0
bullying in the workforce not ok get gate agents 2 work as a team 2 against 1 is never cool delays flights unitedairlines,0.0,1.0
really fucked my day up hilo to lax 2hr30min delay because of software missed connection,0.0,1.0
send someone to the customer service counter in person dia concourse b across from gate b36a,0.0,1.0
im not sure why i expected anyone to be here httptcobnflhpxtmw,0.0,1.0
this is not true gate agents 100 caused this and were not helpful thanks for making me miss connection httptcoxaizw2isml,0.0,1.0
yes luckily i was there,0.0,0.0
its my 21st birthday and my sister is coming to celebrate but her flights keep cancelled flighting plz do all you can to get her here,0.0,1.0
whats the hold up with flight 6475 from slc to den,0.0,1.0
denphx flight tomorrow cancelled flighted asked for overnight 2nite in laxsna told not without paying thats wrong,0.0,1.0
can you please follow for a dm,0.0,0.0
