text,pos,neg
get microsoft windows 7 family pack upgrade for 149 httpbitlyakvi1z coupons deals   microsoft httpdldbzxbdk,0.0,0.0
get microsoft windows 7 family pack upgrade for 149 httpbitlyakvi1z coupons deals   microsoft httpdldbzxbbc,0.0,0.0
get microsoft windows 7 family pack upgrade for 149 httpbitlyakvi1z software coupons deals discounts,0.0,0.0
wish  sells  for mac on mac app store all i need is just word not the complete bundle,0.0,0.0
need for speed,0.0,0.0
zevrix batchoutput for  word featured in mactreasurebundle  the open press press release  httptinyurlcom2k6cat,0.0,0.0
in r u bored of regular easter eggs make geeky easter eggs instead  httpowly4fnuy,0.0,0.0
hey tech lover dont miss the httpbitlyleadtechevent  w major tech speakers    may 19th,0.0,0.0
cofounder paul allen on 60 minutes  thestockmasters  httptinyurlcom3kfhlka,0.0,0.0
patients in england may be able to host their phrs with  and  httpbitlyi34i1m am,0.0,0.0
hsn innovation weekend sponsored by   acer computertablet 599 wifi hotspot 150 antivirus 9999 case 2999 total 900,0.0,0.0
doj limits  purchase of novell patents  itworld canada  httptinyurlcom3j37jvo,0.0,0.0
rt   is changing fees for certificaion tests see if you may be affected httpbitlygs9qxh,0.0,0.0
how to make active quotallow a device to connectquot when i use tray blootooh icon on windows7,0.0,0.0
the  kinect is the 1 selling consumer electronic device of all time 8 million units in the first 60 days,0.0,0.0
is changing fees for certificaion tests see if you may be affected httpbitlygs9qxh,0.0,0.0
rt   and  make it official  says come on over and  maps the future httpbitlyh2lood,0.0,0.0
rt  we filled  with wp7dev class today thx  and  for supporting azgroups httptwitpiccom4ojs7y,0.0,0.0
we filled  with wp7dev class today thx  and  for supporting azgroups httptwitpiccom4ojs7y,0.0,0.0
with  at her  event,0.0,0.0
iam back no thanks to hotmail or  if i had been useing it for business i would be bankrupt they hav no phone support becos 3 ser,0.0,0.0
drank soda today and now i cant sleep  damn you caffeine,1.0,0.0
ughhave a diet coke and its practically tasteless need a  asap,1.0,0.0
how does a grocery store have every type of coke except for   wtf,1.0,0.0
rt   youre the only companyproduct where i would work on the barter system and i still think id come out ahead sodaaddict,1.0,0.0
youre the only companyproduct where i would work on the barter system and i still think id come out ahead sodaaddict,1.0,0.0
cautioncokezero addict  coke zero bzzscape  discover share and rate content  imabzzagent httpbitlygpkjy9,1.0,0.0
i  absolutely hate  when i run out needmorecokezero,1.0,0.0
does drinking 64oz of  count as getting my fluids if im trying to get over a cold,1.0,0.0
is there any difference in the ingredients of  and  am confused,1.0,0.0
yeah it was a 2 morning today hard to get going for some reason,1.0,0.0
rt   yeah it was a 2 morning today hard to get going for some reason,1.0,0.0
its the gloomy skiesandits wednesdaygotta make it over the hump,1.0,0.0
rt  for the record i am not only adjusted to the  i actually prefer it to paper books,0.0,1.0
my  is acting weird top bar doesnt show up and there are two white lines,1.0,0.0
when kindle 30 will change its screensaversall the time appears the same ones some are ok some horrible i want new,1.0,0.0
should allow users to send a message to their kindle that would turn on an audible alarm so we can find our lost kindles,1.0,0.0
ebooks that are more expensive than the paper version  ludicrous as this is common my  is becoming useless,1.0,0.0
for the record i am not only adjusted to the  i actually prefer it to paper books,1.0,0.0
the new video for the youtube account of  focuses on the  debating pros and conswith a funny quotweirdlyquot twist,1.0,0.0
my kindle keeps freezing in sleep mode and i have to reset it is this a fault,1.0,0.0
rt  last chance to save 80 on a kindle dx with free 3g and access to over 900000 books deal ends httpbitlyhvaem7,0.0,1.0
rt  get 80 off today only rt  deal of the day 29900  kindle dx 97quot display f httpbitlyhkb2xo,0.0,1.0
i hate when  books are more expensive than the actual physical versions grrrrrrrrr,1.0,0.0
quot ebook sales triple yearoveryear paper books decline in every category httptco6zdbyglquot way to go,1.0,0.0
lefties cant use the dx otherwise id get one,1.0,0.0
thanks to my  i havent left my house all daytalk about unproductive to bad my battery died back to reality,1.0,0.0
rt  last chance save 80 on kindle dx w free 3g  access to 900000 books deal ends at midnight pst httpamzntogoak32,0.0,1.0
kindle dx  rt  last chance to save 80 on a kindle dx with free 3g and ac cont httpdecklyjmmz7,0.0,1.0
dont act too quick  might soon be obsolete httptcoztq9vvz,1.0,0.0
i want to know if in search of lost time feb 4 2011 contains all volumes it cost only 499 but v3 for ex  cost  1199,1.0,0.0
pissed that  cant just credit my order made yesterday for 80 off the dx apparently i have to return it and get a new one,1.0,0.0
rt  get 80 off today only rt  deal of the day 29900  kindle dx 97quot cont httptlgd9s4mkf,1.0,0.0
score   kindle dx for 299 today regularly 379 httpowly4b1ev,1.0,0.0
before i get busy and forget  still reading jane eyre by charlotte bronte fridayreads  publicdomainbooks,1.0,0.0
latest buzz for  httpschmp0t9id  rt  a snap bracelet i swear i get the dumbest things at walgreens,1.0,0.0
at  amazed how cheap walling sticks canes are,1.0,0.0
this bitch has a ankle jail thing on her haha,1.0,0.0
the line  is dire cant be helped  i need sudafed stomach bothering me too,1.0,0.0
really foursquare no points for my checkin to  because my phone didnt think i was nearby i was inside fail gpsfail,1.0,0.0
cashiers at  move slower than shit,1.0,0.0
yes  buyin stuff from the quotgirlyquot section shudda got a pix of shame,1.0,0.0
got 2have sales to show the sharks that i do and shelf space at some  stores wmy bag  sharktank vomit bag or ecomower didnt,1.0,0.0
walking through  singing quotsmoke on the waterquot outloud and the manager told me quotrock onquot fb,1.0,0.0
srsly ridiculous dear  stop hiring disorganizedloopy pharmacists thank you,1.0,0.0
i always forget how i loathe  i dont care how much discomfort im in next time im sucking up the drive to a better pharmacy,1.0,0.0
sux i dont know why i continue to try to get rxs there they never get it right and never admit fault,1.0,0.0
commercials are very boring,1.0,0.0
trying to fix the mess that  made of my accounts  wachovia bank http4sqcomjqhxxk,1.0,0.0
i just switched to  after 10 years with geico for auto insurance  huge mistake  terrible service from their offshore call center,1.0,0.0
anyone else bothered that  had manpower to film commercial in wreckage but i cant get an adjuster to my house fail,1.0,0.0
i heart randy lewis of  catastrophic claims unit who found me an adjuster so house can close and we can move to wa as scheduled,1.0,0.0
you have zero professionality and no tact i hope you pull your quotteddy bear commercialquot  it was highly offensive,1.0,0.0
mayhem rt why use a hedge trimmer when you can use a chainsaw,1.0,0.0
ugh  has the hardest password requirements of any online billpay site i use i end up just resetting my password each time,1.0,0.0
thanks  just want to get to new house  remain hopeful while feeling so bad for all the others with horrible storm losses,1.0,0.0
truly sorry 4 those who lost lives amp homes but if   adjuster doesnt check storm roof in the next week house sale will fall thru,1.0,0.0
just lost a potential customer too long of hold time wo music badbusiness,1.0,0.0
who gives a flying crap what an insurance agent wants,1.0,0.0
does anyone else find it to be in poor taste that  is showing tornado devastation to sell their insurance right now,1.0,0.0
i dont want spam u but please dont ignore me i just wanna say u great amp i love ur job please follow me it would make my day,1.0,0.0
no particular commercial is my favoriteim just a fan,1.0,0.0
tried to go back to  after  pulled a baitandswitch on me but flo decided to quadruple my old policy now with,1.0,0.0
kind of frustrated with   surely im not the only person in the world who wants a multi policy discount in 2 diff statesright,1.0,0.0
fuck you  you didnt give me the update but merely sent me the halo reach disc,1.0,0.0
sony lost alot of money due to their psn being down on easter weekendmadness  totally pwnd this week xbox,1.0,0.0
have to prepare for a   exam n dnt feel like studying damn these stored procs y the hell they hv so diff syntx,1.0,0.0
quot if your drunk should play kinect  quotltagreed,1.0,0.0
slow down processor by ending unneccessary processes,1.0,0.0
amazons cloud burst and what it means to    7 news  httptinyurlcom3z6dz5b,1.0,0.0
apparently half my visits are from ie users seriously considering an ie only screen with a link to chromefirefox,1.0,0.0
i just purchased a copy of the   7 upgrade family pack downloaded installed and told the key is invalid,1.0,0.0
cont or you could just by an ipad and avoid the hassel of anything,1.0,0.0
pretends to feel bad for sonys psn downtime laughs in secret  ubergizmo blog  httptinyurlcom3uoecda,1.0,0.0
goodnees knows what i hav lost due to hotmail failure to reinstate my password  support next to useless,1.0,0.0
