text,pos,neg
manageable,1.0,0.0
maneuverable,1.0,0.0
marvel,1.0,0.0
marveled,1.0,0.0
marvelled,1.0,0.0
marvellous,1.0,0.0
marvelous,1.0,0.0
marvelously,1.0,0.0
marvelousness,1.0,0.0
marvels,1.0,0.0
master,1.0,0.0
masterful,1.0,0.0
masterfully,1.0,0.0
masterpiece,1.0,0.0
masterpieces,1.0,0.0
masters,1.0,0.0
mastery,1.0,0.0
matchless,1.0,0.0
mature,1.0,0.0
maturely,1.0,0.0
maturity,1.0,0.0
meaningful,1.0,0.0
memorable,1.0,0.0
merciful,1.0,0.0
mercifully,1.0,0.0
mercy,1.0,0.0
merit,1.0,0.0
meritorious,1.0,0.0
merrily,1.0,0.0
merriment,1.0,0.0
merriness,1.0,0.0
merry,1.0,0.0
mesmerize,1.0,0.0
mesmerized,1.0,0.0
mesmerizes,1.0,0.0
mesmerizing,1.0,0.0
mesmerizingly,1.0,0.0
meticulous,1.0,0.0
meticulously,1.0,0.0
mightily,1.0,0.0
mighty,1.0,0.0
mindblowing,1.0,0.0
miracle,1.0,0.0
miracles,1.0,0.0
miraculous,1.0,0.0
miraculously,1.0,0.0
miraculousness,1.0,0.0
modern,1.0,0.0
modest,1.0,0.0
modesty,1.0,0.0
momentous,1.0,0.0
monumental,1.0,0.0
monumentally,1.0,0.0
morality,1.0,0.0
motivated,1.0,0.0
multipurpose,1.0,0.0
navigable,1.0,0.0
neat,1.0,0.0
neatest,1.0,0.0
neatly,1.0,0.0
nice,1.0,0.0
nicely,1.0,0.0
nicer,1.0,0.0
nicest,1.0,0.0
nifty,1.0,0.0
nimble,1.0,0.0
noble,1.0,0.0
nobly,1.0,0.0
noiseless,1.0,0.0
nonviolence,1.0,0.0
nonviolent,1.0,0.0
notably,1.0,0.0
noteworthy,1.0,0.0
nourish,1.0,0.0
nourishing,1.0,0.0
nourishment,1.0,0.0
novelty,1.0,0.0
nurturing,1.0,0.0
oasis,1.0,0.0
obsession,1.0,0.0
obsessions,1.0,0.0
obtainable,1.0,0.0
openly,1.0,0.0
openness,1.0,0.0
optimal,1.0,0.0
optimism,1.0,0.0
optimistic,1.0,0.0
opulent,1.0,0.0
orderly,1.0,0.0
originality,1.0,0.0
outdo,1.0,0.0
outdone,1.0,0.0
outperform,1.0,0.0
outperformed,1.0,0.0
outperforming,1.0,0.0
outperforms,1.0,0.0
outshine,1.0,0.0
outshone,1.0,0.0
outsmart,1.0,0.0
outstanding,1.0,0.0
outstandingly,1.0,0.0
outstrip,1.0,0.0
outwit,1.0,0.0
ovation,1.0,0.0
overjoyed,1.0,0.0
overtake,1.0,0.0
overtaken,1.0,0.0
overtakes,1.0,0.0
overtaking,1.0,0.0
overtook,1.0,0.0
overture,1.0,0.0
painfree,1.0,0.0
painless,1.0,0.0
painlessly,1.0,0.0
palatial,1.0,0.0
pamper,1.0,0.0
pampered,1.0,0.0
pamperedly,1.0,0.0
pamperedness,1.0,0.0
pampers,1.0,0.0
panoramic,1.0,0.0
paradise,1.0,0.0
paramount,1.0,0.0
pardon,1.0,0.0
passion,1.0,0.0
passionate,1.0,0.0
passionately,1.0,0.0
patience,1.0,0.0
patient,1.0,0.0
patiently,1.0,0.0
patriot,1.0,0.0
patriotic,1.0,0.0
peace,1.0,0.0
peaceable,1.0,0.0
peaceful,1.0,0.0
peacefully,1.0,0.0
peacekeepers,1.0,0.0
peach,1.0,0.0
peerless,1.0,0.0
pep,1.0,0.0
pepped,1.0,0.0
pepping,1.0,0.0
peppy,1.0,0.0
peps,1.0,0.0
perfect,1.0,0.0
perfection,1.0,0.0
perfectly,1.0,0.0
permissible,1.0,0.0
perseverance,1.0,0.0
persevere,1.0,0.0
personages,1.0,0.0
personalized,1.0,0.0
phenomenal,1.0,0.0
phenomenally,1.0,0.0
picturesque,1.0,0.0
piety,1.0,0.0
pinnacle,1.0,0.0
playful,1.0,0.0
playfully,1.0,0.0
pleasant,1.0,0.0
pleasantly,1.0,0.0
pleased,1.0,0.0
pleases,1.0,0.0
pleasing,1.0,0.0
pleasingly,1.0,0.0
pleasurable,1.0,0.0
pleasurably,1.0,0.0
pleasure,1.0,0.0
plentiful,1.0,0.0
pluses,1.0,0.0
plush,1.0,0.0
plusses,1.0,0.0
poetic,1.0,0.0
poeticize,1.0,0.0
poignant,1.0,0.0
poise,1.0,0.0
poised,1.0,0.0
polished,1.0,0.0
polite,1.0,0.0
politeness,1.0,0.0
popular,1.0,0.0
portable,1.0,0.0
posh,1.0,0.0
positive,1.0,0.0
positively,1.0,0.0
positives,1.0,0.0
powerful,1.0,0.0
powerfully,1.0,0.0
praise,1.0,0.0
praiseworthy,1.0,0.0
praising,1.0,0.0
preeminent,1.0,0.0
precious,1.0,0.0
precise,1.0,0.0
precisely,1.0,0.0
prefer,1.0,0.0
preferable,1.0,0.0
preferably,1.0,0.0
prefered,1.0,0.0
preferes,1.0,0.0
preferring,1.0,0.0
prefers,1.0,0.0
premier,1.0,0.0
prestige,1.0,0.0
prestigious,1.0,0.0
prettily,1.0,0.0
pretty,1.0,0.0
priceless,1.0,0.0
pride,1.0,0.0
principled,1.0,0.0
privilege,1.0,0.0
privileged,1.0,0.0
prize,1.0,0.0
proactive,1.0,0.0
problemfree,1.0,0.0
problemsolver,1.0,0.0
prodigious,1.0,0.0
prodigiously,1.0,0.0
prodigy,1.0,0.0
productive,1.0,0.0
productively,1.0,0.0
proficient,1.0,0.0
proficiently,1.0,0.0
profound,1.0,0.0
profoundly,1.0,0.0
profuse,1.0,0.0
profusion,1.0,0.0
progress,1.0,0.0
progressive,1.0,0.0
prolific,1.0,0.0
prominence,1.0,0.0
prominent,1.0,0.0
promise,1.0,0.0
promised,1.0,0.0
promises,1.0,0.0
promising,1.0,0.0
promoter,1.0,0.0
prompt,1.0,0.0
promptly,1.0,0.0
proper,1.0,0.0
properly,1.0,0.0
propitious,1.0,0.0
propitiously,1.0,0.0
pros,1.0,0.0
prosper,1.0,0.0
prosperity,1.0,0.0
prosperous,1.0,0.0
prospros,1.0,0.0
protect,1.0,0.0
protection,1.0,0.0
protective,1.0,0.0
proud,1.0,0.0
proven,1.0,0.0
proves,1.0,0.0
providence,1.0,0.0
proving,1.0,0.0
prowess,1.0,0.0
prudence,1.0,0.0
prudent,1.0,0.0
prudently,1.0,0.0
punctual,1.0,0.0
pure,1.0,0.0
purify,1.0,0.0
purposeful,1.0,0.0
quaint,1.0,0.0
qualified,1.0,0.0
qualify,1.0,0.0
quicker,1.0,0.0
quiet,1.0,0.0
quieter,1.0,0.0
radiance,1.0,0.0
radiant,1.0,0.0
rapid,1.0,0.0
rapport,1.0,0.0
rapt,1.0,0.0
rapture,1.0,0.0
raptureous,1.0,0.0
raptureously,1.0,0.0
rapturous,1.0,0.0
rapturously,1.0,0.0
rational,1.0,0.0
razorsharp,1.0,0.0
reachable,1.0,0.0
readable,1.0,0.0
readily,1.0,0.0
ready,1.0,0.0
reaffirm,1.0,0.0
reaffirmation,1.0,0.0
realistic,1.0,0.0
realizable,1.0,0.0
reasonable,1.0,0.0
reasonably,1.0,0.0
reasoned,1.0,0.0
reassurance,1.0,0.0
reassure,1.0,0.0
receptive,1.0,0.0
reclaim,1.0,0.0
recomend,1.0,0.0
recommend,1.0,0.0
recommendation,1.0,0.0
recommendations,1.0,0.0
recommended,1.0,0.0
reconcile,1.0,0.0
reconciliation,1.0,0.0
recordsetting,1.0,0.0
recover,1.0,0.0
recovery,1.0,0.0
rectification,1.0,0.0
rectify,1.0,0.0
rectifying,1.0,0.0
redeem,1.0,0.0
redeeming,1.0,0.0
redemption,1.0,0.0
refine,1.0,0.0
refined,1.0,0.0
refinement,1.0,0.0
reform,1.0,0.0
reformed,1.0,0.0
reforming,1.0,0.0
reforms,1.0,0.0
refresh,1.0,0.0
refreshed,1.0,0.0
refreshing,1.0,0.0
refund,1.0,0.0
refunded,1.0,0.0
regal,1.0,0.0
regally,1.0,0.0
regard,1.0,0.0
rejoice,1.0,0.0
rejoicing,1.0,0.0
rejoicingly,1.0,0.0
rejuvenate,1.0,0.0
rejuvenated,1.0,0.0
rejuvenating,1.0,0.0
relaxed,1.0,0.0
relent,1.0,0.0
reliable,1.0,0.0
reliably,1.0,0.0
relief,1.0,0.0
relish,1.0,0.0
remarkable,1.0,0.0
remarkably,1.0,0.0
remedy,1.0,0.0
remission,1.0,0.0
remunerate,1.0,0.0
renaissance,1.0,0.0
renewed,1.0,0.0
renown,1.0,0.0
renowned,1.0,0.0
replaceable,1.0,0.0
reputable,1.0,0.0
reputation,1.0,0.0
resilient,1.0,0.0
resolute,1.0,0.0
resound,1.0,0.0
resounding,1.0,0.0
resourceful,1.0,0.0
resourcefulness,1.0,0.0
respect,1.0,0.0
respectable,1.0,0.0
respectful,1.0,0.0
respectfully,1.0,0.0
respite,1.0,0.0
resplendent,1.0,0.0
responsibly,1.0,0.0
responsive,1.0,0.0
restful,1.0,0.0
restored,1.0,0.0
restructure,1.0,0.0
restructured,1.0,0.0
restructuring,1.0,0.0
retractable,1.0,0.0
revel,1.0,0.0
revelation,1.0,0.0
revere,1.0,0.0
reverence,1.0,0.0
reverent,1.0,0.0
reverently,1.0,0.0
revitalize,1.0,0.0
revival,1.0,0.0
revive,1.0,0.0
revives,1.0,0.0
revolutionary,1.0,0.0
revolutionize,1.0,0.0
revolutionized,1.0,0.0
revolutionizes,1.0,0.0
reward,1.0,0.0
rewarding,1.0,0.0
rewardingly,1.0,0.0
rich,1.0,0.0
richer,1.0,0.0
richly,1.0,0.0
richness,1.0,0.0
right,1.0,0.0
righten,1.0,0.0
righteous,1.0,0.0
righteously,1.0,0.0
righteousness,1.0,0.0
rightful,1.0,0.0
rightfully,1.0,0.0
rightly,1.0,0.0
rightness,1.0,0.0
riskfree,1.0,0.0
robust,1.0,0.0
rockstar,1.0,0.0
rockstars,1.0,0.0
romantic,1.0,0.0
romantically,1.0,0.0
romanticize,1.0,0.0
roomier,1.0,0.0
roomy,1.0,0.0
rosy,1.0,0.0
safe,1.0,0.0
safely,1.0,0.0
sagacity,1.0,0.0
sagely,1.0,0.0
saint,1.0,0.0
saintliness,1.0,0.0
saintly,1.0,0.0
salutary,1.0,0.0
salute,1.0,0.0
sane,1.0,0.0
satisfactorily,1.0,0.0
satisfactory,1.0,0.0
satisfied,1.0,0.0
satisfies,1.0,0.0
satisfy,1.0,0.0
satisfying,1.0,0.0
satisified,1.0,0.0
saver,1.0,0.0
savings,1.0,0.0
savior,1.0,0.0
savvy,1.0,0.0
scenic,1.0,0.0
seamless,1.0,0.0
seasoned,1.0,0.0
secure,1.0,0.0
securely,1.0,0.0
selective,1.0,0.0
selfdetermination,1.0,0.0
selfrespect,1.0,0.0
selfsatisfaction,1.0,0.0
selfsufficiency,1.0,0.0
selfsufficient,1.0,0.0
sensation,1.0,0.0
sensational,1.0,0.0
sensationally,1.0,0.0
sensations,1.0,0.0
sensible,1.0,0.0
sensibly,1.0,0.0
sensitive,1.0,0.0
serene,1.0,0.0
serenity,1.0,0.0
sexy,1.0,0.0
sharp,1.0,0.0
sharper,1.0,0.0
sharpest,1.0,0.0
shimmering,1.0,0.0
shimmeringly,1.0,0.0
shine,1.0,0.0
shiny,1.0,0.0
significant,1.0,0.0
silent,1.0,0.0
simpler,1.0,0.0
simplest,1.0,0.0
simplified,1.0,0.0
simplifies,1.0,0.0
simplify,1.0,0.0
simplifying,1.0,0.0
sincere,1.0,0.0
sincerely,1.0,0.0
sincerity,1.0,0.0
skill,1.0,0.0
skilled,1.0,0.0
skillful,1.0,0.0
skillfully,1.0,0.0
slammin,1.0,0.0
sleek,1.0,0.0
slick,1.0,0.0
smart,1.0,0.0
smarter,1.0,0.0
smartest,1.0,0.0
smartly,1.0,0.0
smile,1.0,0.0
smiles,1.0,0.0
smiling,1.0,0.0
smilingly,1.0,0.0
smitten,1.0,0.0
smooth,1.0,0.0
smoother,1.0,0.0
smoothes,1.0,0.0
smoothest,1.0,0.0
smoothly,1.0,0.0
snappy,1.0,0.0
snazzy,1.0,0.0
sociable,1.0,0.0
soft,1.0,0.0
softer,1.0,0.0
solace,1.0,0.0
solicitous,1.0,0.0
solicitously,1.0,0.0
solid,1.0,0.0
solidarity,1.0,0.0
soothe,1.0,0.0
soothingly,1.0,0.0
sophisticated,1.0,0.0
soulful,1.0,0.0
soundly,1.0,0.0
soundness,1.0,0.0
spacious,1.0,0.0
sparkle,1.0,0.0
sparkling,1.0,0.0
spectacular,1.0,0.0
spectacularly,1.0,0.0
speedily,1.0,0.0
speedy,1.0,0.0
spellbind,1.0,0.0
spellbinding,1.0,0.0
spellbindingly,1.0,0.0
spellbound,1.0,0.0
spirited,1.0,0.0
spiritual,1.0,0.0
splendid,1.0,0.0
splendidly,1.0,0.0
splendor,1.0,0.0
spontaneous,1.0,0.0
sporty,1.0,0.0
spotless,1.0,0.0
sprightly,1.0,0.0
stability,1.0,0.0
stabilize,1.0,0.0
stable,1.0,0.0
stainless,1.0,0.0
standout,1.0,0.0
stateoftheart,1.0,0.0
stately,1.0,0.0
statuesque,1.0,0.0
staunch,1.0,0.0
staunchly,1.0,0.0
staunchness,1.0,0.0
steadfast,1.0,0.0
steadfastly,1.0,0.0
steadfastness,1.0,0.0
steadiest,1.0,0.0
steadiness,1.0,0.0
steady,1.0,0.0
stellar,1.0,0.0
stellarly,1.0,0.0
stimulate,1.0,0.0
stimulates,1.0,0.0
stimulating,1.0,0.0
stimulative,1.0,0.0
stirringly,1.0,0.0
straighten,1.0,0.0
straightforward,1.0,0.0
streamlined,1.0,0.0
striking,1.0,0.0
strikingly,1.0,0.0
striving,1.0,0.0
strong,1.0,0.0
stronger,1.0,0.0
strongest,1.0,0.0
stunned,1.0,0.0
stunning,1.0,0.0
stunningly,1.0,0.0
stupendous,1.0,0.0
stupendously,1.0,0.0
sturdier,1.0,0.0
sturdy,1.0,0.0
stylish,1.0,0.0
stylishly,1.0,0.0
stylized,1.0,0.0
suave,1.0,0.0
suavely,1.0,0.0
sublime,1.0,0.0
subsidize,1.0,0.0
subsidized,1.0,0.0
subsidizes,1.0,0.0
subsidizing,1.0,0.0
substantive,1.0,0.0
succeed,1.0,0.0
succeeded,1.0,0.0
succeeding,1.0,0.0
succeeds,1.0,0.0
succes,1.0,0.0
success,1.0,0.0
successes,1.0,0.0
successful,1.0,0.0
successfully,1.0,0.0
suffice,1.0,0.0
sufficed,1.0,0.0
suffices,1.0,0.0
sufficient,1.0,0.0
sufficiently,1.0,0.0
suitable,1.0,0.0
sumptuous,1.0,0.0
sumptuously,1.0,0.0
sumptuousness,1.0,0.0
super,1.0,0.0
superb,1.0,0.0
superbly,1.0,0.0
superior,1.0,0.0
superiority,1.0,0.0
supple,1.0,0.0
support,1.0,0.0
supported,1.0,0.0
supporter,1.0,0.0
supporting,1.0,0.0
supportive,1.0,0.0
supports,1.0,0.0
supremacy,1.0,0.0
supreme,1.0,0.0
supremely,1.0,0.0
supurb,1.0,0.0
supurbly,1.0,0.0
surmount,1.0,0.0
surpass,1.0,0.0
surreal,1.0,0.0
survival,1.0,0.0
survivor,1.0,0.0
sustainability,1.0,0.0
sustainable,1.0,0.0
swank,1.0,0.0
swankier,1.0,0.0
swankiest,1.0,0.0
swanky,1.0,0.0
sweeping,1.0,0.0
sweet,1.0,0.0
sweeten,1.0,0.0
sweetheart,1.0,0.0
sweetly,1.0,0.0
sweetness,1.0,0.0
swift,1.0,0.0
swiftness,1.0,0.0
talent,1.0,0.0
talented,1.0,0.0
talents,1.0,0.0
tantalize,1.0,0.0
tantalizing,1.0,0.0
tantalizingly,1.0,0.0
tempt,1.0,0.0
tempting,1.0,0.0
temptingly,1.0,0.0
tenacious,1.0,0.0
tenaciously,1.0,0.0
tenacity,1.0,0.0
tender,1.0,0.0
tenderly,1.0,0.0
terrific,1.0,0.0
terrifically,1.0,0.0
thank,1.0,0.0
thankful,1.0,0.0
thinner,1.0,0.0
thoughtful,1.0,0.0
thoughtfully,1.0,0.0
thoughtfulness,1.0,0.0
thrift,1.0,0.0
thrifty,1.0,0.0
thrill,1.0,0.0
thrilled,1.0,0.0
thrilling,1.0,0.0
thrillingly,1.0,0.0
thrills,1.0,0.0
thrive,1.0,0.0
thriving,1.0,0.0
thumbup,1.0,0.0
thumbsup,1.0,0.0
tickle,1.0,0.0
tidy,1.0,0.0
timehonored,1.0,0.0
timely,1.0,0.0
tingle,1.0,0.0
titillate,1.0,0.0
titillating,1.0,0.0
titillatingly,1.0,0.0
togetherness,1.0,0.0
tolerable,1.0,0.0
tollfree,1.0,0.0
top,1.0,0.0
topnotch,1.0,0.0
topquality,1.0,0.0
tops,1.0,0.0
tough,1.0,0.0
tougher,1.0,0.0
toughest,1.0,0.0
traction,1.0,0.0
tranquil,1.0,0.0
tranquility,1.0,0.0
transparent,1.0,0.0
treasure,1.0,0.0
tremendously,1.0,0.0
trendy,1.0,0.0
triumph,1.0,0.0
triumphal,1.0,0.0
triumphant,1.0,0.0
triumphantly,1.0,0.0
trivially,1.0,0.0
trophy,1.0,0.0
troublefree,1.0,0.0
trump,1.0,0.0
trumpet,1.0,0.0
trust,1.0,0.0
trusted,1.0,0.0
trusting,1.0,0.0
trustingly,1.0,0.0
trustworthiness,1.0,0.0
trustworthy,1.0,0.0
trusty,1.0,0.0
truthful,1.0,0.0
truthfully,1.0,0.0
truthfulness,1.0,0.0
twinkly,1.0,0.0
ultracrisp,1.0,0.0
unabashed,1.0,0.0
unabashedly,1.0,0.0
unaffected,1.0,0.0
unassailable,1.0,0.0
unbeatable,1.0,0.0
unbiased,1.0,0.0
unbound,1.0,0.0
uncomplicated,1.0,0.0
unconditional,1.0,0.0
undamaged,1.0,0.0
undaunted,1.0,0.0
understandable,1.0,0.0
undisputable,1.0,0.0
undisputably,1.0,0.0
undisputed,1.0,0.0
unencumbered,1.0,0.0
unequivocal,1.0,0.0
unequivocally,1.0,0.0
unfazed,1.0,0.0
unfettered,1.0,0.0
unforgettable,1.0,0.0
unity,1.0,0.0
unlimited,1.0,0.0
unmatched,1.0,0.0
unparalleled,1.0,0.0
unquestionable,1.0,0.0
unquestionably,1.0,0.0
unreal,1.0,0.0
unrestricted,1.0,0.0
unrivaled,1.0,0.0
unselfish,1.0,0.0
unwavering,1.0,0.0
upbeat,1.0,0.0
upgradable,1.0,0.0
upgradeable,1.0,0.0
upgraded,1.0,0.0
upheld,1.0,0.0
uphold,1.0,0.0
uplift,1.0,0.0
uplifting,1.0,0.0
upliftingly,1.0,0.0
upliftment,1.0,0.0
upscale,1.0,0.0
usable,1.0,0.0
useable,1.0,0.0
useful,1.0,0.0
userfriendly,1.0,0.0
userreplaceable,1.0,0.0
valiant,1.0,0.0
valiantly,1.0,0.0
valor,1.0,0.0
valuable,1.0,0.0
variety,1.0,0.0
venerate,1.0,0.0
verifiable,1.0,0.0
veritable,1.0,0.0
versatile,1.0,0.0
versatility,1.0,0.0
vibrant,1.0,0.0
vibrantly,1.0,0.0
victorious,1.0,0.0
victory,1.0,0.0
viewable,1.0,0.0
vigilance,1.0,0.0
vigilant,1.0,0.0
virtue,1.0,0.0
virtuous,1.0,0.0
virtuously,1.0,0.0
visionary,1.0,0.0
vivacious,1.0,0.0
vivid,1.0,0.0
vouch,1.0,0.0
vouchsafe,1.0,0.0
warm,1.0,0.0
warmer,1.0,0.0
warmhearted,1.0,0.0
warmly,1.0,0.0
warmth,1.0,0.0
wealthy,1.0,0.0
welcome,1.0,0.0
well,1.0,0.0
wellbacklit,1.0,0.0
wellbalanced,1.0,0.0
wellbehaved,1.0,0.0
wellbeing,1.0,0.0
wellbred,1.0,0.0
wellconnected,1.0,0.0
welleducated,1.0,0.0
wellestablished,1.0,0.0
wellinformed,1.0,0.0
wellintentioned,1.0,0.0
wellknown,1.0,0.0
wellmade,1.0,0.0
wellmanaged,1.0,0.0
wellmannered,1.0,0.0
wellpositioned,1.0,0.0
wellreceived,1.0,0.0
wellregarded,1.0,0.0
wellrounded,1.0,0.0
wellrun,1.0,0.0
wellwishers,1.0,0.0
whoa,1.0,0.0
wholeheartedly,1.0,0.0
wholesome,1.0,0.0
whooa,1.0,0.0
whoooa,1.0,0.0
wieldy,1.0,0.0
willing,1.0,0.0
willingly,1.0,0.0
willingness,1.0,0.0
win,1.0,0.0
windfall,1.0,0.0
winnable,1.0,0.0
winner,1.0,0.0
winners,1.0,0.0
winning,1.0,0.0
wins,1.0,0.0
wisdom,1.0,0.0
wise,1.0,0.0
wisely,1.0,0.0
witty,1.0,0.0
won,1.0,0.0
wonder,1.0,0.0
wonderful,1.0,0.0
wonderfully,1.0,0.0
wonderous,1.0,0.0
wonderously,1.0,0.0
wonders,1.0,0.0
wondrous,1.0,0.0
woo,1.0,0.0
work,1.0,0.0
workable,1.0,0.0
worked,1.0,0.0
works,1.0,0.0
worldfamous,1.0,0.0
worth,1.0,0.0
worthwhile,1.0,0.0
worthiness,1.0,0.0
worthy,1.0,0.0
wow,1.0,0.0
wowed,1.0,0.0
wowing,1.0,0.0
wows,1.0,0.0
yay,1.0,0.0
youthful,1.0,0.0
zeal,1.0,0.0
zenith,1.0,0.0
zest,1.0,0.0
zippy,1.0,0.0
2faced,0.0,1.0
2faces,0.0,1.0
abnormal,0.0,1.0
abolish,0.0,1.0
abominable,0.0,1.0
abominably,0.0,1.0
abominate,0.0,1.0
abomination,0.0,1.0
abort,0.0,1.0
aborted,0.0,1.0
aborts,0.0,1.0
abrade,0.0,1.0
abrasive,0.0,1.0
abrupt,0.0,1.0
abruptly,0.0,1.0
abscond,0.0,1.0
absence,0.0,1.0
absentminded,0.0,1.0
absentee,0.0,1.0
absurd,0.0,1.0
absurdity,0.0,1.0
absurdly,0.0,1.0
absurdness,0.0,1.0
abuse,0.0,1.0
abused,0.0,1.0
abuses,0.0,1.0
abusive,0.0,1.0
abysmal,0.0,1.0
abysmally,0.0,1.0
abyss,0.0,1.0
accidental,0.0,1.0
accost,0.0,1.0
accursed,0.0,1.0
accusation,0.0,1.0
accusations,0.0,1.0
accuse,0.0,1.0
accuses,0.0,1.0
accusing,0.0,1.0
accusingly,0.0,1.0
acerbate,0.0,1.0
acerbic,0.0,1.0
acerbically,0.0,1.0
ache,0.0,1.0
ached,0.0,1.0
aches,0.0,1.0
achey,0.0,1.0
aching,0.0,1.0
acrid,0.0,1.0
acridly,0.0,1.0
acridness,0.0,1.0
acrimonious,0.0,1.0
acrimoniously,0.0,1.0
acrimony,0.0,1.0
adamant,0.0,1.0
adamantly,0.0,1.0
addict,0.0,1.0
addicted,0.0,1.0
addicting,0.0,1.0
addicts,0.0,1.0
admonish,0.0,1.0
admonisher,0.0,1.0
admonishingly,0.0,1.0
admonishment,0.0,1.0
admonition,0.0,1.0
adulterate,0.0,1.0
adulterated,0.0,1.0
adulteration,0.0,1.0
adulterier,0.0,1.0
adversarial,0.0,1.0
adversary,0.0,1.0
adverse,0.0,1.0
adversity,0.0,1.0
afflict,0.0,1.0
affliction,0.0,1.0
afflictive,0.0,1.0
affront,0.0,1.0
afraid,0.0,1.0
aggravate,0.0,1.0
aggravating,0.0,1.0
aggravation,0.0,1.0
aggression,0.0,1.0
aggressive,0.0,1.0
aggressiveness,0.0,1.0
aggressor,0.0,1.0
aggrieve,0.0,1.0
aggrieved,0.0,1.0
aggrivation,0.0,1.0
aghast,0.0,1.0
agonies,0.0,1.0
agonize,0.0,1.0
agonizing,0.0,1.0
agonizingly,0.0,1.0
agony,0.0,1.0
aground,0.0,1.0
ail,0.0,1.0
ailing,0.0,1.0
ailment,0.0,1.0
aimless,0.0,1.0
alarm,0.0,1.0
alarmed,0.0,1.0
alarming,0.0,1.0
alarmingly,0.0,1.0
alienate,0.0,1.0
alienated,0.0,1.0
alienation,0.0,1.0
allegation,0.0,1.0
allegations,0.0,1.0
allege,0.0,1.0
allergic,0.0,1.0
allergies,0.0,1.0
allergy,0.0,1.0
aloof,0.0,1.0
altercation,0.0,1.0
ambiguity,0.0,1.0
ambiguous,0.0,1.0
ambivalence,0.0,1.0
ambivalent,0.0,1.0
ambush,0.0,1.0
amiss,0.0,1.0
amputate,0.0,1.0
anarchism,0.0,1.0
anarchist,0.0,1.0
anarchistic,0.0,1.0
anarchy,0.0,1.0
anemic,0.0,1.0
anger,0.0,1.0
angrily,0.0,1.0
angriness,0.0,1.0
angry,0.0,1.0
anguish,0.0,1.0
animosity,0.0,1.0
annihilate,0.0,1.0
annihilation,0.0,1.0
annoy,0.0,1.0
annoyance,0.0,1.0
annoyances,0.0,1.0
annoyed,0.0,1.0
annoying,0.0,1.0
annoyingly,0.0,1.0
annoys,0.0,1.0
anomalous,0.0,1.0
anomaly,0.0,1.0
antagonism,0.0,1.0
antagonist,0.0,1.0
antagonistic,0.0,1.0
antagonize,0.0,1.0
anti,0.0,1.0
antiamerican,0.0,1.0
antiisraeli,0.0,1.0
antioccupation,0.0,1.0
antiproliferation,0.0,1.0
antisemites,0.0,1.0
antisocial,0.0,1.0
antius,0.0,1.0
antiwhite,0.0,1.0
antipathy,0.0,1.0
antiquated,0.0,1.0
antithetical,0.0,1.0
anxieties,0.0,1.0
anxiety,0.0,1.0
anxious,0.0,1.0
anxiously,0.0,1.0
anxiousness,0.0,1.0
apathetic,0.0,1.0
apathetically,0.0,1.0
apathy,0.0,1.0
apocalypse,0.0,1.0
apocalyptic,0.0,1.0
apologist,0.0,1.0
apologists,0.0,1.0
appal,0.0,1.0
appall,0.0,1.0
appalled,0.0,1.0
appalling,0.0,1.0
appallingly,0.0,1.0
apprehension,0.0,1.0
apprehensions,0.0,1.0
apprehensive,0.0,1.0
apprehensively,0.0,1.0
arbitrary,0.0,1.0
arcane,0.0,1.0
archaic,0.0,1.0
arduous,0.0,1.0
arduously,0.0,1.0
argumentative,0.0,1.0
arrogance,0.0,1.0
arrogant,0.0,1.0
arrogantly,0.0,1.0
ashamed,0.0,1.0
asinine,0.0,1.0
asininely,0.0,1.0
asinininity,0.0,1.0
askance,0.0,1.0
asperse,0.0,1.0
aspersion,0.0,1.0
aspersions,0.0,1.0
assail,0.0,1.0
assassin,0.0,1.0
assassinate,0.0,1.0
assault,0.0,1.0
assult,0.0,1.0
astray,0.0,1.0
asunder,0.0,1.0
atrocious,0.0,1.0
atrocities,0.0,1.0
atrocity,0.0,1.0
atrophy,0.0,1.0
attack,0.0,1.0
attacks,0.0,1.0
audacious,0.0,1.0
audaciously,0.0,1.0
audaciousness,0.0,1.0
audacity,0.0,1.0
audiciously,0.0,1.0
austere,0.0,1.0
authoritarian,0.0,1.0
autocrat,0.0,1.0
autocratic,0.0,1.0
avalanche,0.0,1.0
avarice,0.0,1.0
avaricious,0.0,1.0
avariciously,0.0,1.0
avenge,0.0,1.0
averse,0.0,1.0
aversion,0.0,1.0
aweful,0.0,1.0
awful,0.0,1.0
awfully,0.0,1.0
awfulness,0.0,1.0
awkward,0.0,1.0
awkwardness,0.0,1.0
ax,0.0,1.0
babble,0.0,1.0
backlogged,0.0,1.0
backwood,0.0,1.0
backwoods,0.0,1.0
backache,0.0,1.0
backaches,0.0,1.0
backaching,0.0,1.0
backbite,0.0,1.0
backbiting,0.0,1.0
backward,0.0,1.0
backwardness,0.0,1.0
bad,0.0,1.0
badly,0.0,1.0
baffle,0.0,1.0
baffled,0.0,1.0
bafflement,0.0,1.0
baffling,0.0,1.0
bait,0.0,1.0
balk,0.0,1.0
banal,0.0,1.0
banalize,0.0,1.0
bane,0.0,1.0
banish,0.0,1.0
banishment,0.0,1.0
bankrupt,0.0,1.0
barbarian,0.0,1.0
barbaric,0.0,1.0
barbarically,0.0,1.0
barbarity,0.0,1.0
barbarous,0.0,1.0
barbarously,0.0,1.0
barren,0.0,1.0
baseless,0.0,1.0
bash,0.0,1.0
bashed,0.0,1.0
